surname,qualifier
Weitman,english
Wekenborg,english
Welden,english
Weller,english
Wellington,english
Welms,english
Welson,english
Wendeln,english
Wender,english
Wendler,english
Wendorf,english
Wendroth,english
Wener,english
Wensman,english
Wenstrand,english
Wernex,english
Wershey,english
Wetmore,english
Weyant,english
Weyer,english
Weyker,english
Wharff,english
Wheary,english
Wheeington,english
Wheler,english
Whisenton,english
Whitcher,english
Whitebear,english
Whitebread,english
Whitecotton,english
Whitelow,english
Whitemarsh,english
Whitener,english
Whitesel,english
Whitt,english
Whitteker,english
Whittum,english
Wible,english
Wiborg,english
Wichmann,english
Wickell,english
Wickens,english
Wickersheim,english
Wicks,english
Widder,english
Widick,english
Widowski,english
Wieckowski,english
Wieman,english
Wienandt,english
Wierson,english
Wierzba,english
Wigfield,english
Wigglesworth,english
Wight,english
Wiglesworth,english
Wild,english
Wildes,english
Wildman,english
Wildsmith,english
Wilensky,english
Wilkins,english
Willenborg,english
Willenbrink,english
Willick,english
Willims,english
Wilson,english
Winegardner,english
Wininger,english
Winkel,english
Winkels,english
Winnike,english
Winsman,english
Wireman,english
Wirf,english
Wisenbaker,english
Wisenor,english
Wishman,english
Wisler,english
Wisor,english
Wissel,english
Wisser,english
Witcraft,english
Witherbee,english
Wittenberg,english
Wittenbrink,english
Wittlinger,english
Wittnebel,english
Wittwer,english
Witz,english
Woerner,english
Wohlenhaus,english
Wojewoda,english
Wojnar,english
Wojnaroski,english
Wojtanik,english
Wojtanowski,english
Wolchesky,english
Wolper,english
Wonderly,english
Woodberry,english
Woodrow,english
Wooters,english
Word,english
Worth,english
Worthey,english
Wrenne,english
Wright,english
Wrinn,english
Wruck,english
Wung,english
Wyler,english
Yaker,english
Yanagawa,english
Yanagihara,english
Yang,english
Yankovitch,english
Yasin,english
Yax,english
Ydara,english
Yellow,english
Yingling,english
Yip,english
Yockey,english
Yoeckel,english
Yonke,english
Yoshihara,english
Younts,english
Yuhasz,english
Yumas,english
Yunt,english
Yutzy,english
Zabbo,english
Zadd,english
Zadeh,english
Zadorozny,english
Zagroba,english
Zahner,english
Zahnow,english
Zaidi,english
Zaman,english
Zanella,english
Zani,english
Zanter,english
Zapatas,english
Zaritsky,english
Zarrella,english
Zausch,english
Zecca,english
Zechman,english
Zedian,english
Zegarra,english
Zehnpfennig,english
Zeiner,english
Zelenka,english
Zemon,english
Zepeda,english
Zielonka,english
Zieschang,english
Zillmer,english
Ziminski,english
Zimmerer,english
Zinger,english
Ziska,english
Zoebisch,english
Zoeller,english
Zozaya,english
Zucco,english
Zumstein,english
Zunich,english
Zupfer,english
Zurawik,english
Zurn,english
Zwagerman,english
